bucket,domain,url,tranco_rank,predicted_model,model_confidence,predicted_industry,predicted_revenue,revenue_confidence,is_real_business,model_ok,true_model,industry_ok,true_industry,true_revenue,notes
unclassified,parking.com,https://parking.com,150161,,\N,,$100M-$1B,0.99,y,,LocalBusiness,,,$1B+,AI: empty JS shell; Parking.com = SP Plus (~$1.9B) - labeled from knowledge
unclassified,marbleskidsmuseum.org,https://marbleskidsmuseum.org,633236,,\N,,$10M-$100M,0.87,y,,Nonprofit,,,$10M-$100M,AI: kids museum (Raleigh) - venue nonprofit; pred bracket plausible
unclassified,hogwartsprofessor.com,https://hogwartsprofessor.com,1269567,,\N,,<$1M,0.79,n,,,,,,AI: personal fan-scholarship blog
unclassified,alzimpact.org,https://alzimpact.org,1886970,,\N,,<$1M,0.61,y,,Nonprofit,,,,AI: 212-byte fetch; Alzheimer's Impact Movement - labeled from knowledge
unclassified,sickkidsfoundation.com,https://sickkidsfoundation.com,333223,,\N,,$10M-$100M,0.99,y,,Nonprofit,,,$100M-$1B,AI: SickKids Foundation raises ~C$200M/yr; pred $10M-$100M one low
unclassified,amegybank.com,https://amegybank.com,255835,,\N,,$100M-$1B,0.98,y,,Bank,,,$100M-$1B,AI: Amegy Bank (Zions) - pred bracket RIGHT
unclassified,sppl.org,https://sppl.org,1318175,,\N,,<$1M,0.69,y,,Government,,,,AI: St. Paul Public Library; HTTP 202 with empty body
revenue:$10M-$100M,chromeindustries.com,https://chromeindustries.com,294976,Ecommerce,0.99,,$10M-$100M,0.87,y,y,,n,Fashion,$10M-$100M,AI: Chrome Industries bags - model AND revenue bracket both right
revenue:$10M-$100M,fosterfamilymatters.org,https://fosterfamilymatters.org,\N,Community,0.41,,$10M-$100M,0.67,y,n,Nonprofit,n,Social Services,$10M-$100M,AI: redirects to ckfamilyservices.org - foster-care nonprofit; bracket right
revenue:$10M-$100M,alunapartners.co.uk,https://alunapartners.co.uk,\N,Ecommerce,0.74,Construction & Manufacturing,$10M-$100M,0.74,y,n,Consulting,n,Finance,,AI: redirects to apgcapitalmarkets.com - capital-markets boutique; bracket unverifiable
revenue:$10M-$100M,niradynamics.se,https://niradynamics.se,\N,Ecommerce,0.62,Marketing,$10M-$100M,0.69,y,n,SaaS,n,Automotive,$10M-$100M,"AI: automotive software supplier (TPI in most EU cars); bracket right, model wrong"
revenue:$10M-$100M,infectionshield.ca,https://infectionshield.ca,\N,Ecommerce,0.72,Healthcare,$10M-$100M,0.61,y,n,Consulting,y,,<$1M,AI: IPAC consulting; pred $10M-$100M far high
revenue:$10M-$100M,cdhangels.org,https://cdhangels.org,\N,Ecommerce,0.74,Healthcare,$10M-$100M,0.61,y,n,Nonprofit,y,,<$1M,AI: redirects to cdhi.org - CDH charity; pred $10M-$100M far high
revenue:$100M-$1B,successwithstarr.com,https://successwithstarr.com,\N,Ecommerce,0.74,Marketing,$100M-$1B,0.84,n,,,,,,AI: make-money-online affiliate squeeze page; pred rev $100M-$1B
revenue:$100M-$1B,infraworksys.com.br,https://infraworksys.com.br,\N,Community,0.64,DevTools,$100M-$1B,0.64,y,n,Consulting,n,IT Services,,AI: BR IT integrator; pred $100M-$1B absurd
revenue:$100M-$1B,pillowdecor.com,https://pillowdecor.com,3604868,Ecommerce,0.66,,$100M-$1B,0.73,y,y,,n,Home & Garden,$1M-$10M,AI: niche pillow e-shop; pred $100M-$1B off by 2+ brackets
revenue:$100M-$1B,paramountconductors.com,https://paramountconductors.com,\N,Ecommerce,0.79,,$100M-$1B,0.57,y,n,Manufacturer,n,Industrial,,AI: Indian wire/coil manufacturer; pred $100M-$1B likely far high
revenue:$100M-$1B,hearttec.no,https://hearttec.no,\N,SaaS,0.62,,$100M-$1B,0.65,n,,,,,,AI: Miss Hosting parked page; pred rev $100M-$1B on a parked page
revenue:$100M-$1B,jsc.no,https://jsc.no,2044934,Ecommerce,0.74,,$100M-$1B,0.54,n,,,,,,AI: 301 with 0-byte body - empty
revenue:$1B+,essaiajusto.ca,https://essaiajusto.ca,\N,Consulting,0.7,Fintech,$1B+,0.54,y,n,Insurance,n,Insurance,$1B+,AI: SECOND Desjardins Ajusto vanity domain in the sample (v1 had essaierajusto.ca) - vanity-domain family dedup is a data-quality issue of its own
revenue:$1B+,mtvme.net,https://mtvme.net,\N,Community,0.52,Media & Entertainment,$1B+,0.45,n,,,,,,AI: redirects to a YouTube channel - no site of its own; pred rev $1B+
revenue:$1B+,jotform.com,https://jotform.com,614,Tool,1,DevTools,$1B+,0.89,y,n,SaaS,n,Productivity,$100M-$1B,"AI: Jotform - bootstrapped form SaaS ~$150-200M; Tool@1.0 wrong class, pred $1B+ one high"
revenue:$1B+,movieratings.com,https://movieratings.com,\N,Marketplace,0.41,Ecommerce & Retail,$1B+,0.54,n,,,,,,AI: domain-sale redirect via exploreinquiry.com (same template as v1 thisjustin.com); pred rev $1B+
revenue:$1B+,drmartensrepairs.com,https://drmartensrepairs.com,\N,Ecommerce,0.78,Fashion,$1B+,0.46,y,y,,y,,<$1M,AI: authorized DM repair shop (Boot Repair Co) - pred $1B+ = estimator matched the BRAND NAME in the domain: flagship v2 finding
revenue:$1B+,directpubs.net,https://directpubs.net,\N,Marketplace,0.41,Ecommerce & Retail,$1B+,0.6,n,,,,,,AI: CCPA-footer-only shell; pred rev $1B+
revenue:$1B+,farm.com,https://farm.com,\N,Ecommerce,0.99,,$1B+,0.51,,,,,,,OWNER SLICE: ambiguous - see label_v2_owner.html
revenue:$1B+,caissedequebec.com,https://caissedequebec.com,\N,Community,0.64,,$1B+,0.52,y,n,Bank,n,Banking,$10M-$100M,AI: local Desjardins caisse; pred $1B+ = brand contamination again
