"enriched_at","worker","domain","ctl_tld","ctl_issuer","ctl_subdomain_count","ctl_subdomains","dns_a","dns_aaaa","dns_mx","dns_txt","dns_cname","http_status","http_response_time","http_blocked","http_content_type","http_tech","http_apps","http_language","http_title","http_meta_description","http_pages","http_emails","http_error","http_h1","http_body_snippet","business_model","industry","classification_confidence","http_schema_type","http_og_type","bgp_ip","bgp_asn_number","bgp_asn_org","bgp_asn_country","bgp_asn_prefix","inferred_country","rdap_domain_created_at","rdap_domain_expires_at","rdap_domain_updated_at","rdap_registrar","rdap_registrar_iana_id","rdap_nameservers","rdap_status","rdap_error","tranco_rank","majestic_rank","majestic_ref_subnets","is_malware","is_phishing","is_disposable_email","estimated_revenue","estimated_employees","revenue_confidence","revenue_evidence"
"2026-04-02 10:18:14","worker_dev@127.0.0.1","mindtickle.com","com","R12",1,"suraj-test","108.158.61.42","","1:aspmx.l.google.com|5:alt1.aspmx.l.google.com|5:alt2.aspmx.l.google.com|10:alt3.aspmx.l.google.com|10:alt4.aspmx.l.google.com","MS=ms66324079|amazonses:n5cS10R+WXXUQrNexWtCa5de627suTCkWihVomJxtog=|anthropic-domain-verification-bg8rxd=T98Wbv0limW3lljygzcxqD5eb|apple-domain-verification=VCglaJA3F2XflQFP|atlassian-domain-verification=LYgoNIWecRHmGCrUzfKK6LXgw2bykFvbEHokpNNFwDYm2gV1gYAZCPe3CpD2QyxP|b10bdca1cf5a40c09a8007b2cf6e8522|canva-site-verification=iDHjsRDF85YSbv_EBUvnqg|contractworksverify=4db55cc6034fdc1130db7aa332dd8c81|elevenlabs=26_ozQqXuGV1eaNIB0GJupUAHhCtPOXh77fx77J7wPg|fastly-domain-delegation-7I8g8bi8gbi7uib7GBO8NOI8ho8-20230824|google-site-verification=0nRyfpD1OSixwTpUaqAJGDE7YU03e-_1CUGhzFy1ET8|google-site-verification=7ctPCDZEH0hvQ-VZDkkpBiwxHx7uUlxySqRjXC0yVM8|google-site-verification=JIG2yHwM-EQKPsX8D35eT47EEHrnsyBpJkkGSSJMpJY|google-site-verification=XpI7sCkcGjo-Q7KUrkFLSOrlrN5NG6oLVXYVAiMDvoI|google-site-verification=b8XcnbqfFSAP0tdaf6CyMPeWzAeg0iX-strdjSm8q_E|google-site-verification=lx26fSQRvU5rRaQaguFtY2Y9nvhV2z0kRMW-W7Sya30|mixpanel-domain-verify=ca02f83d-0311-42df-bf42-96d17e8fae61|openai-domain-verification=dv-vaPB0b37Jpl02cXM8SGShkpx|status-page-domain-verification=2dtk4ksmxn6v|uber-domain-verification=c81e9f43-add7-4c1d-945e-ad15b0670a42|v=spf1 include:_spf.google.com include:amazonses.com include:mktomail.com ip4:65.98.217.115 include:stspg-customer.com include:_spf.salesforce.com ~all|588020f496be40b181dec801fb0e826b|6r9tqrb8s6kp2bp9dbh708rbd4nt2dqs|CD2764F691|MS=ms24887435|MS=ms42147049","",200,546,"","text/html; charset=utf-8","CloudFront|Google Fonts|Next.js|Open Graph|Schema.org JSON-LD|WordPress|Google Search Console|Google Workspace","","fr","Sales Enablement &amp; Revenue Enablement Platform | Mindtickle | Mindtickle","The Mindtickle Revenue Enablement Platform is a solution for your entire sales team to elevate team performance, achieve more sales quotas, and drive revenue","/solutions|/solutions/sales-training-software-for-sales-teams|/solutions/sales-kickoff-program|/solutions/partner-and-channel-enablement-software|/solutions/ai-sales-coaching|/solutions/buyer-engagement|/solutions/programs-for-sales-enablement-managers|/solutions/marketing-teams|/solutions/sales-leadership-solutions-training|/solutions/sales-manager-software-frontline-managers","","","Your AI teammate for every deal","Sales Enablement Revenue Enablement Platform | Mindtickle | Mindtickle Platform Solutions Customers Services Resources Company Get a demo Platform Mindtickle’s Revenue Enablement Platform Explore the leading AI-powered revenue enablement platform built to ramp reps faster, engage the modern buyer, and close more deals. Products AI Sales Role Play Copilot Sales Training Sales Content Management Coaching Digital Sales Rooms Readiness Index Conversation Intelligence Platform Features Integrations S","SaaS","AI & ML",0.58,"Organization","website","108.158.61.42","16509","AMAZON-02 - Amazon.com, Inc., US","US","108.158.56.0/21","","2010-10-31 22:20:05","2030-10-31 22:20:05","2025-03-07 17:36:33","eNom, LLC","48","NS-1073.AWSDNS-06.ORG|NS-1939.AWSDNS-50.CO.UK|NS-201.AWSDNS-25.COM|NS-864.AWSDNS-44.NET","client transfer prohibited","",47012,199230,757,"","","","$10M-$100M","51-500",0.99,"tranco:top_100k:47012→mid_market|majestic:top_500k:199230→mid_market|ref_subnets:757→mid_market|mx:GoogleWorkspace→small|spf_includes:5→small|martech:Marketo→enterprise|crm:Salesforce→mid_market|tech_count:8→small|cdn:CloudFront→mid_market|domain_age:16yr→mid_market|tools:Atlassian→mid_market|ns:Route53→small|schema:Organization→mid_market"
"2026-04-02 08:42:32","worker_dev@127.0.0.1","mionlexalimited.com","com","E8",0,"","104.21.35.43|172.67.213.48","2606:4700:3032:0:0:0:6815:232B|2606:4700:3031:0:0:0:AC43:D530","10:mx.zoho.eu|20:mx2.zoho.eu|50:mx3.zoho.eu","v=spf1 include:zohomail.eu -all","",200,877,"","text/html","Cloudflare|Tailwind CSS","","en","Welcome to Cloudflare","","","","","","Welcome to Cloudflare Hosted and protected by Cloudflare Register a domain name at cost Register a domain name at cost Search available domains","SaaS","",0.59,"","","104.21.35.43","13335","CLOUDFLARENET - Cloudflare, Inc., US","US","104.21.32.0/20","",\N,\N,\N,"","","","","",\N,\N,\N,"","","","<$1M","1-10",0.8,"mx:Zoho→small|spf_includes:1→micro|tech_count:2→micro|dns_lb:4_records→mid_market"
"2026-04-04 04:37:20","worker_dev@127.0.0.1","misalquileres.net","net","R13",0,"","217.154.71.166","","10:mail.misalquileres.net","v=spf1 +a +mx +a:sad-mclaren.217-154-71-166.plesk.page -all","",200,1811,"","text/html","Nginx","","en","Domain Default page","","","","","","Domain Default page What is Plesk Plesk is a hosting panel with simple and secure web server, website and web apps management tools. It is specially designed to help web professionals manage web, DNS, mail and other services through a comprehensive and user-friendly GUI. Plesk is about intelligently managing servers, apps, websites and hosting businesses, on both traditional and cloud hosting. Try Plesk Now! Plesk Guides Knowledge Base Forum Blog Video Guides Facebook Do you host WordPress sites","SaaS","",0.56,"","","217.154.71.166","8560","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE","217.154.64.0/21","",\N,\N,\N,"","","","","",\N,\N,\N,"","","","","",0,""
"2026-04-04 04:12:01","worker_dev@127.0.0.1","mmeller.com","com","E7",1,"www","31.43.160.6","","10:mx1.titan.email|20:mx2.titan.email","v=spf1 include:spf.titan.email ~all","",200,554,"","text/html","Framer|Open Graph","","en","Mateusz Meller Portfolio","Mateusz Meller - Product Designer (UI/UX) | The design partner for founders who need to elevate their interface, build design systems, and scale with confidence.","","mateusz@mmeller.com|hey@mmeller.com","","T u r n C o m p l i c a t e d P r o d u c t s I n t o S i m p l e E x p e r i e n c e s","Mateusz Meller Portfolio Mateusz Meller Digital Product Designer Contact mateusz@mmeller.com X / Twitter @mellerdesign Mateusz Meller Digital Product Designer Contact mateusz@mmeller.com X / Twitter @mellerdesign Mateusz Meller Digital Product Designer Product Designer for B2B SaaS Consumer App Founders For B2B SaaS Consumer App Founders T u r n C o m p l i c a t e d P r o d u c t s I n t o S i m p l e E x p e r i e n c e s D e s i g n p a r t n e r h e l p i n g B 2 B S a a S a n d c o n s u m ","SaaS","Fashion",0.62,"","website","31.43.160.6","16509","AMAZON-02 - Amazon.com, Inc., US","NL","31.43.160.0/24","",\N,\N,\N,"","","","","",\N,\N,\N,"","","","","",0,""
"2026-04-02 02:58:14","worker_dev@127.0.0.1","mmrug.com","com","R12",1,"www","216.198.79.1","","1:smtp.google.com","v=spf1 include:_spf.google.com ~all","",200,301,"","text/html; charset=utf-8","Next.js|Vercel|Google Workspace","","en","Mark Ryan | Fullstack Developer Uganda","Fullstack developer based in Uganda. Building modern web applications, SaaS platforms, and mobile money integrations.","/pricing|/contact","mutikanga.mark@mmrug.com","","Your Technical Partner for Uganda&#x27;s Growing Businesses","Mark Ryan | Fullstack Developer Uganda Home About Services Pricing Case Studies Get in Touch Toggle menu Your Technical Partner for Uganda s Growing Businesses Professional web development and SaaS solutions. I bring enterprise-level technical expertise to help Ugandan businesses scale through custom software, from marketing websites to full-stack applications with mobile money integration. Fast Turnaround Attention to Detail Project-Based Retainer Uganda-Focused Solutions See Previous Work How ","SaaS","DevTools",0.52,"","","216.198.79.1","16509","AMAZON-02 - Amazon.com, Inc., US","US","216.198.79.0/24","",\N,\N,\N,"","","","","",\N,\N,\N,"","","","<$1M","1-10",0.7,"mx:GoogleWorkspace→small|spf_includes:1→micro|tech_count:3→small"
"2026-04-02 10:22:10","worker_dev@127.0.0.1","mmteam.com","com","R13",0,"","188.164.193.218","","10:mx2.mmteamservers.net","MS=341A8B57FE8EA5D9752BF3709A0D68C1A1050D12|v=spf1 a mx ~all","",200,2604,"","text/html","ASP.NET|IIS","","es","Registro y alojamiento de dominios. Controldedominios .- Inicio","Registro de dominios a precios muy bajos como t","","","","","Registro y alojamiento de dominios. Controldedominios .- Inicio Utilizamos cookies y tecnolog as similares propias y de terceros, de sesi n o persistentes, para hacer funcionar de manera segura nuestra p gina web y personalizar su contenido. Igualmente, utilizamos cookies para medir y obtener datos de la navegaci n que realizas. Puedes configurar y aceptar el uso de cookies a continuaci n. Asimismo, puedes modificar tus opciones de consentimiento en cualquier momento visitando nuestra Pol tica d","SaaS","",0.62,"","website","188.164.193.218","50926","AXARNET-AS, ES","ES","188.164.192.0/21","",\N,\N,\N,"","","","","",\N,\N,\N,"","","","","",0,""
"2026-04-02 10:15:07","worker_dev@127.0.0.1","mnomad.com","com","R13",1,"com","64.87.22.44","","0:mnomad.com","v=spf1 ip4:64.87.22.44 ip4:64.87.8.224 +a +mx +ip4:64.87.22.153 ~all","",200,1177,"","text/html","Apache|Google Fonts","","en","Start Page","","","","","","Start Page your web hosting account has been created! you are ready to get out there not sure where to go from here? contact our support team view available add-ons go to your control panel read support articles POWERED BY","SaaS","",0.56,"","","64.87.22.44","11320","LIGHTEDGE-AS-02 - LightEdge Solutions, US","US","64.87.16.0/20","",\N,\N,\N,"","","","","",\N,\N,\N,"","","","","",0,""
"2026-04-02 10:40:40","worker_dev@127.0.0.1","monabuehler.com","com","Go Daddy Secure Certificate Authority - G2",1,"pay","3.33.251.168|15.197.225.128","","0:mail.monabuehler.com","v=spf1 a mx ptr include:secureserver.net ~all","",200,871,"","text/html; charset=utf-8","Adobe Fonts|Cloudflare|Google Analytics|React","","en","about.me | your personal homepage","Create your free, one-page website in just a few minutes.","/pricing|/login|/signup/email|/signup/start","4e376b84dfa54d438285936f87ce3cfe@o477720.ingest.sentry.io","","MEET YOUR AI TWIN","about.me | your personal homepage Get your free page Get your page Features Pricing Log In Home Features Pricing The Next Evolution of Your Profile MEET YOUR AI TWIN The next evolution of your about.me page. Now alive and interactive. Hey! You re chatting with Virtual Brad . Trained to think, talk, and know everything Brad does. Ask away! Get Started about.me/bfeld Don t just show who you are. Let people talk to your AI-powered self. Your Page, Reimagined. Your page still looks the same — beauti","SaaS","AI & ML",0.7,"","","3.33.251.168","16509","AMAZON-02 - Amazon.com, Inc., US","US","3.33.240.0/20","",\N,\N,\N,"","","","","",\N,\N,\N,"","","","","",0,""
"2026-04-03 04:28:55","worker_dev@127.0.0.1","monespaceacm.fr","fr","E7",0,"","145.239.37.162","","1:mx1.mail.ovh.net|5:mx2.mail.ovh.net|100:mx3.mail.ovh.net","1|www.monespaceacm.fr|v=spf1 include:mx.ovh.com -all","",200,1475,"","text/html; charset=UTF-8","Google Fonts","","fr","MonEspaceACM, votre espace ACM. Enfin.","Le seul SaaS 100% dédié aux 6 types d","/register/organisation","contact@monespaceacm.fr","","Votre espace ACM. Enfin.","MonEspaceACM, votre espace ACM. Enfin. ME ACM Mon Espace ACM Fonctionnalités Tarifs Ressources Accès bêta gratuit Fonctionnalités Tarifs Ressources Accès bêta gratuit Votre espace ACM. Enfin. Le seul SaaS 100 % dédié aux 6 types d'accueil collectif de mineurs. De la déclaration TAM à la clôture de séjour, sans rien oublier. Rejoindre la bêta gratuite Voir une démo Fondé par un organisateur ACM déclaré SDJES 31 KIDnKOD, 4 continents Enfants inscrits 247 Conformité SDJES 98% Fiches en attente 3 Dé","SaaS","",0.64,"","","145.239.37.162","16276","OVH, FR","FR","145.239.0.0/16","","2026-04-01 20:21:40","2029-04-01 20:21:40","2026-04-01 20:24:29","OVH","433","dns14.ovh.net|ns14.ovh.net","client transfer prohibited|client delete prohibited|add period","",\N,\N,\N,"","","","<$1M","1-10",0.79,"spf_includes:1→micro|tech_count:1→micro|domain_age:0yr→micro"
"2026-04-04 04:37:20","worker_dev@127.0.0.1","monetyzer.com","com","E7",0,"","172.67.149.34|104.21.55.144","2606:4700:3033:0:0:0:AC43:9522|2606:4700:3037:0:0:0:6815:3790","0:mail.monetyzer.com","google-site-verification=3hkmSpJ4T2JFmugGk_Qa3jCWTx5zunj3o8KetzZ02b0|v=spf1 +a +mx +ip4:106.0.62.102 include:spf.a2hosting.com ~all","",200,1288,"","text/html; charset=UTF-8","Cloudflare|Google Fonts|Google Search Console","","en","Monetyzer — Stop Losing Revenue to Broken Links","Scan YouTube descriptions for broken links. A fast, no‑nonsense way to protect revenue, sponsors, and trust.","","","","Find broken links hiding in your descriptions.","Monetyzer — Stop Losing Revenue to Broken Links How it works Features Pricing Calculator FAQ Login Start Free Link intelligence Find broken links hiding in your descriptions. Start with a free link report to see your link volume. Then scan to catch broken links before they cost you sales, sponsors, and trust. Get Free Link Report See pricing Unique links found 520 Potentially broken 43 Revenue at risk $1,240/mo Scan time 5m 18s Two steps. One outcome. The free report is just a preview. The paid ","SaaS","",0.55,"","","172.67.149.34","13335","CLOUDFLARENET - Cloudflare, Inc., US","US","172.67.144.0/20","",\N,\N,\N,"","","","","",\N,\N,\N,"","","","<$1M","1-10",0.74,"spf_includes:1→micro|tech_count:3→small|dns_lb:4_records→mid_market"
"2026-04-03 03:53:13","worker_dev@127.0.0.1","mongodb.com","com","R13",4,"data-gateway|dataplatform|staging|corp","3.33.132.188|15.197.135.80","","10:aspmx.l.google.com|20:alt1.aspmx.l.google.com|20:alt2.aspmx.l.google.com|30:aspmx3.googlemail.com|30:aspmx2.googlemail.com","h1-domain-verification=jJ5AyTFx2Rx8wFXachJe9WWNTThNHdwJag4rjzwa6qoCmJM8|fastly-domain-delegation-B786i7h8o9786I78ho09786FDR7Cvgjhk-2024/09/04|1password-site-verification=VA2TUKKDPVDXBIFWIS2RTCJAGA|v=spf1 include:%{i}._ip.%{h}._ehlo.%{d}._spf.vali.email -all|hj-ownership=FXi7nSi9V6pghnW|1password-site-verification=7LBJAFJGQVF67OTR3TS3VVIQ2I|fastly-domain-delegation-r6zgE6qXzBYA6fY4S0ku-336644-20210119|hj-ownership=7FLwwv83eh7TVJu|apple-domain-verification=tNOOw2iPl2LUfcMu|warpstream-verification=K3cowuStVHhJuQzcqKzW6Q==|wrike-verification=MzY5MjcwNTo5NDRjZGYxZjIwYjY3NjVhMmY0YWUxZmQxY2Q5Njg0M2Y5ZmEyZGFmYmYxOTU3YmI3OWNkYjMyNzAxOTdkYWMy|stripe-verification=930a6043d62002295bc26665767006c55db27c4552a596d3ee5e3cd13de67d9c|_globalsign-domain-verification=eoEm4eIVawgCAi8WJocwgs97Q4gCe0777TT7zqoOtu|paloaltonetworks-site-verification=3e42e1a9e5f222476bfa7e2960beb2ac42285a9713b4d62446b61826de4faae0|knowbe4-site-verification=9a9a209d4202465d4bf7d6ce836f106a|stripe-verification=35be7ed98dade87dc28b55fcdc21230c86399013d4c4098e6d95698b5cc07e5c|atlassian-domain-verification=5lWCtlSDbmHGBCWNRa0buLQdsVorZW1J7NFasVSNmaUN/yNKp9GJ/ZpIEoxyclot|google-site-verification=8nKw09t6kqtmo-syWEsejuM0xpNaowHAzIYt-z1x3tw|netlify-domain-verification=310624|stripe-verification=c8842b6e2c46106c2194def809035717df5705c5fa9d204924a2f6f97b548f1f|stripe-verification=eae03c5b0c4d5950e779400cf7dd8ca8949b1bd1ea48192233bd0c1417af0fef|cisco-ci-domain-verification=1b3023202cc0b31aa5939adc27eae7212a7c7dfa42ecc98dfd0f381c384a503f|MS=4CA8CA205115A2802524B6229479E81155C7B144|onetrust-domain-verification=3286c0d285224075a7ffbacad125e02a|google-site-verification=0f3EXvJUvQ3H7ylgRB7X3nBSEntiwzVFKMfzcNsngUI|google-site-verification=SvmqGQerYRQUsIJxQw6p_cBN6oarDd5eb-yuYaifGxM|smartsheet-site-validation=yeajQBNXMt9teGC8JYEGXTtS87UhbaB2|google-site-verification=Vsgbzf-MCnquFOd4oZBWtjHSzO3XY77ek5S7i3FMAMg|miro-verification=da61ff1c05dc48f901de87b0f36c23312aaf3f7f|stripe-verification=6d2ac874436248aa663c1d44801f7f2c1d036bff","",200,2935,"","text/html; charset=utf-8","CloudFront|Envoy|Next.js|Open Graph|Optimizely|Google Search Console|Google Workspace","","en","MongoDB: The World’s Leading Modern Data Platform | MongoDB","Get your ideas to market faster with a flexible, AI-ready database. MongoDB makes working with data easy.","/pricing|/docs|/products/platform|/products/platform/atlas-database|/products/platform/atlas-search|/products/platform/atlas-vector-search|/products/platform/atlas-stream-processing|/products/self-managed/enterprise-advanced|/products/self-managed/community-edition|/products/tools/compass","","","One data platform. Unlimited AI potential.","MongoDB: The World’s Leading Modern Data Platform | MongoDB WEBINAR How to build smarter AI apps with Python and MongoDB. Register now > NEW Learn MongoDB with expert tutorials and tips on our new Developer YouTube channel. Subscribe > General Information General Information Documentation Developer Articles Topics Community Forums Blog University Products Platform Atlas Build and scale with an AI-ready platform Platform Services Database Deploy a multi-cloud database Search Deliver engaging sear","SaaS","AI & ML",0.45,"Organization","website","3.33.132.188","16509","AMAZON-02 - Amazon.com, Inc., US","US","3.33.128.0/20","",\N,\N,\N,"","","","","",2267,1702,11740,"","","","$100M-$1B","501-5000",0.99,"tranco:top_10k:2267→enterprise|majestic:top_5k:1702→large_enterprise|ref_subnets:11740→enterprise|mx:GoogleWorkspace→small|spf_includes:1→micro|tech_count:7→small|cdn:CloudFront→mid_market|page:/enterprise→mid_market|compliance:OneTrust/TrustArc→enterprise|tools:Atlassian→mid_market|subnames:dev_env→small|schema:Organization→mid_market|title:platform_leader→mid_market"
"2026-04-04 04:38:50","worker_dev@127.0.0.1","montte.co","co","WE1",0,"","104.21.49.85|172.67.160.112","2606:4700:3034:0:0:0:6815:3155|2606:4700:3037:0:0:0:AC43:A070","0:smtp.secureserver.net|10:mailstore1.secureserver.net","google-site-verification=yfAeaaeBfFnTdxvy9nynltaLjkkTEbpUL-Lro2p5xss|v=spf1 include:secureserver.net -all|D9687958","",200,968,"","text/html","Astro|Cloudflare|Fastly|Open Graph|Google Search Console","","pt","Montte - ERP moderno e gratuito para pequenas empresas. Gestão financeira, controle de estoque, automações e relatórios em uma única plataforma.","ERP moderno e gratuito para pequenas empresas. Gestão financeira, controle de estoque, automações e relatórios em uma única plataforma.","/pricing|/enterprise|/signup|/auth/sign-up","","","Gerencie seu negócio inteiro em um só lugar","Montte - ERP moderno e gratuito para pequenas empresas. Gestão financeira, controle de estoque, automações e relatórios em uma única plataforma. Montte Produto Precos Empresas Blog Começar Montte Gerencie seu negócio inteiro em um só lugar Finanças, estoque, automações e relatórios. Tudo que você precisa para crescer sem complicação. Começar Grátis Gerencie suas transações de forma inteligente Visualize seus dados com dashboards personalizados Empresas que confiam em nós Automação Inteligente Co","SaaS","Ecommerce & Retail",0.7,"","website","104.21.49.85","13335","CLOUDFLARENET - Cloudflare, Inc., US","US","104.21.48.0/20","",\N,\N,\N,"","","","","",\N,\N,\N,"","","","<$1M","1-10",0.82,"mx:GoDaddy→micro|spf_includes:1→micro|tech_count:5→small|cdn:Fastly→mid_market|page:/enterprise→mid_market|dns_lb:4_records→mid_market"
"2026-04-02 03:48:15","worker_dev@127.0.0.1","moretekkers.com","com","WE1",0,"","104.21.47.84|172.67.145.249","2606:4700:3031:0:0:0:6815:2F54|2606:4700:3037:0:0:0:AC43:91F9","0:moretekkers-com.mail.protection.outlook.com","v=spf1 include:secureserver.net -all|NETORGFT19934902.onmicrosoft.com","",200,1578,"","text/html","Cloudflare|Google Fonts|Microsoft 365","","en","moretekkers — AI-Powered Sports Performance Analysis Software","moretekkers is an online sports performance analysis platform that uses AI and computer vision to generate professional scouting reports from match footage.","","info@moretekkers.com","","Translate Your Skill to Achievement","moretekkers — AI-Powered Sports Performance Analysis Software more tekkers Platform Features Reports Use Cases Request Demo Online Sports Analysis Software Translate Your Skill to Achievement moretekkers is an online software platform that uses AI and computer vision to analyze match footage and generate professional scouting reports for player development. Request a Demo See How It Works 5 Pipeline Stages 30fps Frame-Level Analysis Pro Scouting Standard AI Vision + Language Models // How it wor","SaaS","AI & ML",0.62,"","","104.21.47.84","13335","CLOUDFLARENET - Cloudflare, Inc., US","US","104.21.32.0/20","",\N,\N,\N,"","","","","",\N,\N,\N,"","","","<$1M","1-10",0.66,"mx:Microsoft365→mid_market|spf_includes:1→micro|tech_count:3→small|dns_lb:4_records→mid_market"
"2026-04-03 03:42:53","worker_dev@127.0.0.1","mpiclabs.org","org","R12",0,"","185.199.110.153|185.199.109.153|185.199.108.153|185.199.111.153","2606:50C0:8002:0:0:0:0:153|2606:50C0:8001:0:0:0:0:153|2606:50C0:8000:0:0:0:0:153|2606:50C0:8003:0:0:0:0:153","25:route3.mx.cloudflare.net|52:route2.mx.cloudflare.net|83:route1.mx.cloudflare.net","v=spf1 include:_spf.mx.cloudflare.net ~all","",200,499,"","text/html; charset=utf-8","Fastly|Next.js","","en","MPIC Labs","MPIC Labs is a Princeton research group doing all things MPIC.","/contact","","","MPIC Labs","MPIC Labs MPIC Labs Home Deployment Guidelines Methodology Related Work Team Contact Open main menu Welcome to MPIC Labs Proud to help Google Trust Services optimize their MPIC implementation.","SaaS","DevTools",0.42,"","","185.199.110.153","54113","FASTLY - Fastly, Inc., US","US","185.199.110.0/24","","2025-03-04 16:21:55","2027-03-04 16:21:55","2026-02-07 08:39:02","NameCheap, Inc.","1068","tony.ns.cloudflare.com|ulla.ns.cloudflare.com","client transfer prohibited","",\N,\N,\N,"","","","<$1M","1-10",0.9,"registrar:Namecheap→micro|spf_includes:1→micro|tech_count:2→micro|cdn:Fastly→mid_market|domain_age:1yr→micro|ns:Cloudflare→small|dns_lb:8_records→enterprise"
"2026-04-02 04:49:54","worker_dev@127.0.0.1","mpsoftwares.com.br","com.br","E8",1,"helpdesk","13.35.37.8|13.35.37.117|13.35.37.77|13.35.37.48","","0:mpsoftwares-com-br.mail.protection.outlook.com","v=spf1 include:spf.protection.outlook.com include:_spf.localservices.com.br -all","",200,1504,"","text/html","CloudFront|Google Fonts|jsDelivr|Microsoft 365","","pt","MPSoftwares | Sistema de Gestão Administrativa","Soluções em gestão administrativa: controle de estoque, financeiro, serviços, locação, delivery e desenvolvimento de sistemas personalizados.","","contato@mpsoftwares.com.br|seu@email.com","","Gestão Administrativa Completa e Inteligente","MPSoftwares | Sistema de Gestão Administrativa MP Softwares Início Sobre Módulos Downloads Sob Medida Fale Conosco Tecnologia que Impulsiona Negócios Gestão Administrativa Completa e Inteligente Do estoque ao delivery, do financeiro ao atendimento — tudo em um único sistema. Desenvolvemos também soluções personalizadas para o seu negócio. Ver Módulos Falar com Especialista MPSoftwares Dashboard Estoque 1.240 Receita R$ 24k OS Abertas 38 Pedidos 17 Jan Fev Mar Abr Mai Jun Downloads Baixe nossos s","SaaS","Productivity",0.69,"","","13.35.37.8","16509","AMAZON-02 - Amazon.com, Inc., US","US","13.35.32.0/21","",\N,\N,\N,"","","","","",\N,\N,\N,"","","","<$1M","1-10",0.5,"mx:Microsoft365→mid_market|spf_includes:2→micro|tech_count:4→small|cdn:CloudFront→mid_market|dns_lb:4_records→mid_market"
"2026-04-02 07:10:17","worker_dev@127.0.0.1","mrktgenie.com","com","WE1",0,"","104.21.42.59|172.67.201.90","2606:4700:3033:0:0:0:6815:2A3B|2606:4700:3033:0:0:0:AC43:C95A","1:aspmx.l.google.com|5:alt1.aspmx.l.google.com|5:alt2.aspmx.l.google.com|10:alt3.aspmx.l.google.com|10:alt4.aspmx.l.google.com","v=spf1 ip4:66.96.128.0/18 ?all|zone-ownership-verification-a8bb8703a8828c9be1c38436f5ce0ec5cd1be24932301eb4d6329ff66b54649a|google-site-verification=h_rW8D_Xh6XUCZ8qy5a0N4ow6SJAjnKSUMCa8aLF3GU","",200,899,"","text/html; charset=UTF-8","Cloudflare|Google Fonts|Google Search Console|Google Workspace","","en","MrktGenie | Founder Content Engine","Launch and scale founder-led content marketing with AI strategy, ideation, writing, and publishing workflows.","/register|/login","","","Build your founder content engine in one workspace","MrktGenie | Founder Content Engine Features Persona AI Use Cases Pricing About Contact Blog Login Start Free Build your founder content engine in one workspace From positioning and persona design to ideas, channel-ready copy, and reusable output library. Move fast without losing quality or consistency. Create Workspace I already have an account 4x faster from idea to published-ready draft Modular tools use Personas, Ideas, and Writer independently Credit smart bring your own API keys or use plat","SaaS","Productivity",0.68,"","","104.21.42.59","13335","CLOUDFLARENET - Cloudflare, Inc., US","US","104.21.32.0/20","",\N,\N,\N,"","","","","",\N,\N,\N,"","","","<$1M","1-10",0.72,"mx:GoogleWorkspace→small|tech_count:4→small|dns_lb:4_records→mid_market"
"2026-04-02 05:34:16","worker_dev@127.0.0.1","msptool.com","com","E8",0,"","66.205.203.86","","0:msptool-com.mail.protection.outlook.com","MS=ms79971504|google-site-verification=ENawxwV66N1bTaZbPn26rgsXpd0z4vJqJ9bKCdpF4oI|v=spf1 include:spf.protection.outlook.com ~all","",200,2786,"","text/html","Google Tag Manager|Meta Pixel|Nginx|Open Graph|Google Search Console|Microsoft 365","","sco","MSPTool — The Autotask Mobile App Your Technicians Actually Want","Looking for a better Autotask mobile app? MSPTool lets technicians open tickets, track time, log parts, and close tickets from any phone. Free 14-day trial.","","info@msptool.com","","A Better Autotask Mobile App for Your Technicians","MSPTool — The Autotask Mobile App Your Technicians Actually Want MT ""> MT ""> MSP Tool Autotask App MS365 Tools Trial Roadmap Founding Council Contact Autotask V1 available now — start your 14-day free trial A Better Autotask Mobile App for Your Technicians MSPTool is a fast, purpose-built Autotask mobile app that lets technicians open tickets, update status, track time, log parts, and close tickets — without needing a laptop. Start Free 14-Day Trial Join the Founding Partner Council Why MSPs Nee","SaaS","",0.57,"SoftwareApplication","website","66.205.203.86","13614","ALLWEST - All West Communications, Inc., US","US","66.205.192.0/20","",\N,\N,\N,"","","","","",\N,\N,\N,"","","","<$1M","1-10",0.58,"mx:Microsoft365→mid_market|spf_includes:1→micro|tech_count:6→small|hosting:own_asn:allwest - all west c→enterprise|schema:softwareapplication→small"
